,Quarantine Station,State,latitude,longitude,geoType
198,"Kem Bina Negara Alor Gajah, Melaka",Melaka,2.4579084,102.2890672,GEOMETRIC_CENTER
199,"Kolej Kemahiran Tinggi Mara Masjid Tanah, Melaka",Melaka,2.4248601,102.0689039,ROOFTOP
200,"Kolej Kejururawatan Melaka, Melaka",Melaka,2.2202411,102.2599519,GEOMETRIC_CENTER
201,"Pusat Latihan Kemas Melaka, Melaka",Melaka,2.2222643,102.2743651,GEOMETRIC_CENTER
202,"Kolej Komuniti Kota Melaka, Melaka",Melaka,2.22123,102.2358517,GEOMETRIC_CENTER
203,"Kolej Komuniti Masjid Tanah, Melaka",Melaka,2.366217,102.0932921,GEOMETRIC_CENTER
204,"Kolej Komuniti Selandar, Melaka",Melaka,2.400261,102.384941,GEOMETRIC_CENTER
205,"Kolej Komuniti Tangga Batu, Melaka",Melaka,2.2196377,102.192425,ROOFTOP
206,"Kolej Komuniti Bukit Beruang, Melaka",Melaka,2.2551555,102.2776121,ROOFTOP
207,"Kolej Komuniti Jasin, Melaka",Melaka,2.1401959,102.4305917,GEOMETRIC_CENTER
208,"Politeknik Melaka, Melaka",Melaka,2.229484,102.226152,ROOFTOP
209,"Politeknik Merlimau, Melaka",Melaka,2.1678105,102.4297971,GEOMETRIC_CENTER
210,"Pusat Kecemerlangan Kejuruteraan dan Teknologi JKR, Alor Gajah, Melaka",Melaka,2.4531857,102.2057522,GEOMETRIC_CENTER
211,"Pusat Latihan RELA Wilayah Selatan, Melaka",Melaka,2.2971339,102.1335354,GEOMETRIC_CENTER
212,"Pusat Latihan Teknologi Tinggi Melaka, Melaka",Melaka,2.4566403,102.1683691,GEOMETRIC_CENTER
213,"Pusat Rehabilitasi PERKESO, Melaka",Melaka,2.2940581,102.3356513,GEOMETRIC_CENTER
214,"Akademi Kastam Diraja Malaysia Cawangan Selatan, Johor",Johor,1.4651505,104.0403292,GEOMETRIC_CENTER
215,"Akademi Jabatan Pengangkutan Jalan Wilayah Selatan, Johor Bahru, Johor",Johor,1.483379,103.7536819,GEOMETRIC_CENTER
216,"Akademi Minyak dan Gas Johor Bahru, Johor",Johor,1.846086,103.9549699,GEOMETRIC_CENTER
217,"Hospital Enche Besar Hajjah Khalsom, Kluang, Johor",Johor,2.0081238,103.3470945,GEOMETRIC_CENTER
218,"Institut Latihan Perindustrian Tangkak, Johor",Johor,2.2999723,102.6019941,ROOFTOP
219,"Institut Latihan Perindustrian Mersing, Johor,",Johor,2.3213369,103.8479501,ROOFTOP
220,"Institut Latihan Perindustrian Pasir Gudang, Johor",Johor,1.4539799,103.9162387,GEOMETRIC_CENTER
221,"Institut Latihan Rakan Muda Desaru, Bandar Penawar, Johor",Johor,1.5680781,104.2535782,GEOMETRIC_CENTER
222,"Institut Kemahiran Belia Negara Bandar Penawar, Kota Tinggi, Johor",Johor,1.57392,104.210296,GEOMETRIC_CENTER
223,"Institut Kemahiran Belia Negara Pagoh, Johor",Johor,2.1354639,102.718989,GEOMETRIC_CENTER
224,"Institut Kemahiran Mara Johor Bahru, Johor",Johor,1.501365,103.7300692,ROOFTOP
225,"Institut Tadbiran Awam Negara Kampus Selatan, Kluang, Johor",Johor,2.0155319,103.2932345,GEOMETRIC_CENTER
226,"Institut Pendidikan Guru, Kampus Temenggong Ibrahim, Johor Bahru, Johor",Johor,1.4916416,103.7381619,GEOMETRIC_CENTER
227,"Institut Pendidikan Guru, Kampus Tun Hussein Onn, Batu Pahat, Johor",Johor,1.8706001,102.9863959,GEOMETRIC_CENTER
228,"Institut Pertanian Ayer Hitam, Johor",Johor,1.934049,103.1841154,APPROXIMATE
229,"Institut Veterinar Malaysia Kluang, Johor",Johor,1.969523,103.224839,ROOFTOP
230,"Kem Bina Negara Gunung Pulai, Kulai, Johor",Johor,1.5791316,103.5124185,GEOMETRIC_CENTER
231,"Kem Pusat Latihan Khidmat Negara Sri Ledang, Jementah, Johor",Johor,2.3997611,102.6691037,GEOMETRIC_CENTER
232,"Kolej Sains Kesihatan Bersekutu Johor Bahru, Johor",Johor,1.5248447,103.7078021,GEOMETRIC_CENTER
233,"Kolej Kemahiran Tinggi Mara Ledang, Johor",Johor,2.1702061,102.5918733,GEOMETRIC_CENTER
234,"Kolej Kemahiran Tinggi Mara Sri Gading, Johor",Johor,1.8504467,103.0788726,ROOFTOP
235,"Kolej Komuniti Kota Tinggi, Johor",Johor,1.7313763,103.9011098,GEOMETRIC_CENTER
236,"Kolej Komuniti Ledang, Johor",Johor,2.2863098,102.5593408,GEOMETRIC_CENTER
237,"Kolej Komuniti Muar, Johor",Johor,2.038785,102.573311,ROOFTOP
238,"Kolej Komuniti Pagoh, Johor",Johor,2.1327523,102.7168367,GEOMETRIC_CENTER
239,"Kolej Komuniti Pasir Gudang, Johor",Johor,1.4950587,103.9123353,ROOFTOP
240,"Kolej Komuniti Segamat, Johor",Johor,2.4941722,102.866624,ROOFTOP
241,"Kolej Komuniti Segamat 2, Johor",Johor,2.5621359,102.7134669,GEOMETRIC_CENTER
242,"Kolej Komuniti Bandar Penawar, Johor",Johor,1.562911,104.219055,GEOMETRIC_CENTER
243,"Kolej Komuniti Tanjung Piai, Johor",Johor,1.478344,103.387945,GEOMETRIC_CENTER
244,"Kolej Komuniti Bandar Tenggara, Johor",Johor,1.843867,103.6213202,GEOMETRIC_CENTER
245,"Kolej Komuniti Batu Pahat, Johor",Johor,1.804098,102.964897,ROOFTOP
246,"Kolej Komuniti Kluang, Johor",Johor,2.0101482,103.3100153,GEOMETRIC_CENTER
247,"Kolej Yayasan Pelajaran Johor, Johor",Johor,1.7295706,103.700559,GEOMETRIC_CENTER
248,"Kompleks Bimbingan Usahawan Tani Pagoh, Johor",Johor,2.1372903,102.7383691,GEOMETRIC_CENTER
249,"Politeknik Sultan Ibrahim, Johor",Johor,1.5094577,103.9188697,ROOFTOP
250,"Politeknik Mersing, Johor",Johor,2.417047,103.829169,GEOMETRIC_CENTER
251,"Politeknik Metro Johor Bahru, Johor",Johor,1.5047974,103.7597272,ROOFTOP
252,"Pusat Latihan Guru Dalam Perkhidmatan, Kulai, Johor",Johor,1.8583686,103.6367576,GEOMETRIC_CENTER
253,"Pusat Latihan JAKOA, Kluang, Johor",Johor,2.04895,103.345371,GEOMETRIC_CENTER
254,"Pusat Bimbingan Usahawan Ayer Hitam Johor, Johor",Johor,1.9370177,103.1841833,GEOMETRIC_CENTER
255,"Pusat Bimbingan Usahawan Pagoh, Johor",Johor,2.1372903,102.7383691,GEOMETRIC_CENTER
256,"Pusat Latihan dan Pembangunan Pengembangan Wilayah Selatan Ayer Hitam, Johor",Johor,1.9385803,103.1976938,GEOMETRIC_CENTER
257,"Pusat Latihan dan Rekreasi Felcra Tebing Tinggi, Segamat, Johor",Johor,2.437401,102.7770586,GEOMETRIC_CENTER
258,"Pusat Latihan Kokurikulum Jalan Tun Abdul Razak, Johor Bahru, Johor",Johor,1.4897065,103.7280083,GEOMETRIC_CENTER
259,"Pusat Latihan Teknologi Tinggi Batu Pahat, Johor",Johor,1.7875555,102.9698476,GEOMETRIC_CENTER
260,"Akademi Maritim Sultan Ahmad Shah, Kuantan, Pahang",Pahang,4.0268885,103.3752071,GEOMETRIC_CENTER
261,"Institut Aminuddin Baki Cawangan Genting Highlands, Pahang",Pahang,3.3911283,101.7747626,GEOMETRIC_CENTER
262,"Institut Kemahiran Belia Negara Pekan, Pahang",Pahang,3.4700285,103.0968726,GEOMETRIC_CENTER
263,"Institut Kemahiran Tinggi Belia Negara Temerloh, Pahang",Pahang,3.4979546,102.227869,GEOMETRIC_CENTER
264,"Institut Kemahiran Mara Tan Sri Yahya Ahmad Pekan, Pahang",Pahang,3.535565,103.3827354,GEOMETRIC_CENTER
265,"Institut Latihan Kemas Kuantan, Pahang",Pahang,3.8206013,103.3517798,ROOFTOP
266,"Institut Latihan Kementerian Kesihatan Malaysia (Kejururawatan), Kuantan, Pahang",Pahang,3.7991885,103.320955,GEOMETRIC_CENTER
267,"Institut Latihan Perindustrian Kuantan, Pahang",Pahang,3.9661054,103.3741681,GEOMETRIC_CENTER
268,"Institut Latihan Perumahan dan Kerajaan Tempatan, Pahang",Pahang,3.382166,101.827554,GEOMETRIC_CENTER
269,"Institut Pendidikan Guru, Kampus Tengku Ampuan Afzan, Pahang",Pahang,4.174025,102.0075541,ROOFTOP
270,"Institut Pertanian Kuala Lipis, Pahang",Pahang,4.188026,102.048692,GEOMETRIC_CENTER
271,"Kem Bina Negara Bukit Sagu, Pahang",Pahang,3.9207983,103.166289,GEOMETRIC_CENTER
272,"Kem Bina Negara Lipis, Pahang",Pahang,4.183855,101.9870521,GEOMETRIC_CENTER
273,"Kem Bina Negara Maran, Pahang",Pahang,3.6512742,102.6990151,GEOMETRIC_CENTER
274,"Kolej Kemahiran Tinggi MARA Kuantan, Pahang",Pahang,3.776905,103.2598624,GEOMETRIC_CENTER
275,"Kolej Komuniti Pekan, Pahang",Pahang,3.521436,103.3914523,GEOMETRIC_CENTER
276,"Kolej Komuniti Raub, Pahang",Pahang,3.8107269,101.8681825,ROOFTOP
277,"Kolej Komuniti Rompin, Pahang",Pahang,2.818651,103.4439401,GEOMETRIC_CENTER
278,"Kolej Komuniti Temerloh, Pahang",Pahang,3.4636444,102.3486239,ROOFTOP
279,"Kolej Komuniti Bentong, Pahang",Pahang,3.4436357,102.0697545,GEOMETRIC_CENTER
280,"Kolej Komuniti Bera, Pahang",Pahang,3.257409,102.4305354,ROOFTOP
281,"Kolej Komuniti Jerantut, Pahang",Pahang,3.930876,102.381742,GEOMETRIC_CENTER
282,"Kolej Komuniti Kuantan, Pahang",Pahang,3.8227883,103.2798289,GEOMETRIC_CENTER
283,"Kolej Komuniti Lipis, Pahang",Pahang,4.1845536,102.0533073,GEOMETRIC_CENTER
284,"Kolej Komuniti Paya Besar Kuantan, Pahang",Pahang,3.723848,103.0725516,GEOMETRIC_CENTER
285,"Majlis Perbandaran Bentong, Pahang",Pahang,3.519963,101.913516,ROOFTOP
286,"Pusat Pembangugan Kemahiran Pahang, Pahang",Pahang,3.8556154,103.3201876,GEOMETRIC_CENTER
287,"Politeknik Metro Kuantan, Pahang",Pahang,3.8169731,103.3283288,ROOFTOP
288,"Politeknik Muadzam Shah, Pahang",Pahang,3.0947226,103.0842957,GEOMETRIC_CENTER
289,"Politeknik Sultan Haji Ahmad Shah Kuantan, Pahang",Pahang,3.8626197,103.3165089,GEOMETRIC_CENTER
290,"Pusat Latihan Awam Kementerian Pertahanan Bukit Fraser, Pahang",Pahang,3.7070438,101.7360169,GEOMETRIC_CENTER
291,"Pusat Latihan JAKOA Paya Bungor Kuantan, Pahang",Pahang,3.6712336,102.9109935,GEOMETRIC_CENTER
292,"Pusat Latihan Jabatan Kesihatan Negeri Pahang, Kuantan, Pahang",Pahang,3.828249,103.2930944,GEOMETRIC_CENTER
293,"Pusat Latihan Pertahanan Awam, Bandar Tun Razak, Jengka, Pahang",Pahang,3.7688058,102.5427295,GEOMETRIC_CENTER
294,"Pusat Latihan Teknologi Tinggi Jerantut, Pahang",Pahang,3.8795451,102.3902931,GEOMETRIC_CENTER
295,"Akademi Bomba dan Penyelamat Malaysia Wakaf Tapai, Terengganu",Terengganu,5.1460588,103.0845767,GEOMETRIC_CENTER
296,"Akademi Perikanan Malaysia, Terengganu",Terengganu,5.265357,103.18387,GEOMETRIC_CENTER
297,"Pusat Latihan Darul Iman, Kemaman, Terengganu",Terengganu,4.2714622,103.4738759,GEOMETRIC_CENTER
298,"Hotel UiTM Dungun, Terengganu",Terengganu,4.707774,103.441058,GEOMETRIC_CENTER
299,"Institut Latihan Islam Malaysia Wilayah Timur, Terengganu",Terengganu,5.7975594,102.6032894,GEOMETRIC_CENTER
300,"Institut Latihan Perindustrian Kuala Terengganu, Terengganu",Terengganu,5.395533,103.0751644,GEOMETRIC_CENTER
301,"Institut Tadbiran Awam Negara Kampus Wilayah Timur, Terengganu",Terengganu,4.1953609,103.4407432,GEOMETRIC_CENTER
302,"Institut Kemahiran Belia Negara Wakaf Tapai, Terengganu",Terengganu,5.1508553,103.0794174,GEOMETRIC_CENTER
303,"Institut Kemahiran Belia Negara Kemasik, Terengganu",Terengganu,4.3972774,103.4471054,GEOMETRIC_CENTER
304,"Institut Kemahiran Mara Besut, Terengganu",Terengganu,5.7643176,102.5586187,GEOMETRIC_CENTER
305,"Institut Pendidikan Guru, Kampus Dato’ Razali Ismail, Terengganu",Terengganu,5.4226876,103.0565047,GEOMETRIC_CENTER
306,"Institut Pendidikan Guru, Kampus Sultan Mizan, Terengganu",Terengganu,5.7995814,102.5944931,GEOMETRIC_CENTER
307,"Kem Bina Negara Besut, Besut, Terengganu",Terengganu,5.8066988,102.5948355,GEOMETRIC_CENTER
308,"Kolej Kemahiran Tinggi Mara Kemaman, Terengganu",Terengganu,4.1903776,103.4064025,ROOFTOP
309,"Kolej Komuniti Kemaman, Terengganu",Terengganu,4.3362051,103.4787707,GEOMETRIC_CENTER
310,"Kolej Komuniti Kuala Terengganu, Terengganu",Terengganu,5.330849,103.14261,GEOMETRIC_CENTER
311,"Kompleks Rakan Muda Besut, Terengganu",Terengganu,5.7880074,102.5690111,GEOMETRIC_CENTER
312,"Peladang Setiu Agro Resort, Terengganu",Terengganu,5.5929341,102.6796951,GEOMETRIC_CENTER
313,"Politeknik Hulu Terengganu, Terengganu",Terengganu,5.070369,103.009971,GEOMETRIC_CENTER
314,"Politeknik Kuala Terengganu, Terengganu",Terengganu,5.329936,103.1354809,GEOMETRIC_CENTER
315,"Politeknik Sultan Mizan Zainal Abidin, Terengganu",Terengganu,4.7101697,103.4021673,GEOMETRIC_CENTER
316,"Pusat Bimbingan Usahawan Ajil, Terengganu",Terengganu,5.0134671,103.1480248,GEOMETRIC_CENTER
317,"Pusat Kokurikulum Terengganu, Hulu Terengganu, Terengganu",Terengganu,5.0585749,103.0491621,GEOMETRIC_CENTER
318,"Pusat Latihan dan Pembangunan Pengembangan Wilayah Timur Besut, Terengganu",Terengganu,5.6569213,102.6162315,GEOMETRIC_CENTER
319,"Pusat Latihan Felda Wilayah Terengganu, Tepoh, Kuala Nerus, Terengganu",Terengganu,5.3547378,103.0608123,GEOMETRIC_CENTER
320,"Pusat Latihan KEMAS Terengganu, Kuala Nerus, Terengganu",Terengganu,5.361154,103.1227319,GEOMETRIC_CENTER
321,"Pusat Latihan RELA Wilayah Timur, Terengganu",Terengganu,5.0146797,102.954749,GEOMETRIC_CENTER
322,"Pusat Latihan Veterinar Cermin Kiri, Terengganu",Terengganu,4.8309745,103.1955108,GEOMETRIC_CENTER
323,"Pusat Latihan Teknologi Tinggi Kemaman, Terengganu",Terengganu,4.3760939,103.393274,GEOMETRIC_CENTER
324,"Pusat Pembangunan Kemahiran Terengganu, Terengganu",Terengganu,5.2153134,103.1569688,GEOMETRIC_CENTER
325,"Scout Inn, Kuala Nerus, Terengganu",Terengganu,5.3846707,103.1123459,GEOMETRIC_CENTER
326,"Sektor Sumber Teknologi Pendidikan, Marang, Terengganu",Terengganu,5.206903,103.198656,GEOMETRIC_CENTER
327,"Terengganu Advance Technical Institute, Terengganu",Terengganu,4.36089,103.2663479,GEOMETRIC_CENTER
328,"Akademi Kastam Diraja Malaysia Cawangan Timur, Kelantan",Kelantan,6.0035531,102.0003295,GEOMETRIC_CENTER
329,"Akademi Pencegahan Rasuah Malaysia Wilayah Timur, Kelantan",Kelantan,6.0988887,102.2682339,ROOFTOP
330,"Akademi Pengangkutan Jalan Malaysia Wilayah Timur, Kelantan",Kelantan,6.1151737,102.2425467,ROOFTOP
331,"Institut Latihan Perindustrian Kota Bharu, Kelantan",Kelantan,6.1549982,102.30376,GEOMETRIC_CENTER
332,"Institut Kemahiran Belia Negara Bachok, Kelantan",Kelantan,5.9897989,102.4072763,GEOMETRIC_CENTER
333,"Institut Pendidikan Guru, Pengkalan Chepa, Kelantan",Kelantan,6.1625,102.294,GEOMETRIC_CENTER
334,"Kolej Kemahiran Tinggi Mara Pasir Mas, Kelantan",Kelantan,6.0044223,102.0961973,GEOMETRIC_CENTER
335,"Kolej Komuniti Jeli, Tanah Merah, Kelantan",Kelantan,5.8276405,101.8968761,GEOMETRIC_CENTER
336,"Kolej Komuniti Kok Lanas, Kelantan",Kelantan,5.9137384,102.2416954,GEOMETRIC_CENTER
337,"Kolej Komuniti Pasir Mas, Kelantan",Kelantan,6.1201418,102.2166534,ROOFTOP
338,Kompleks Belia dan Sukan Negeri Kelantan,Kelantan,6.1201245,102.2892222,GEOMETRIC_CENTER
339,"Politeknik Jeli, Kelantan",Kelantan,5.7106167,101.8502998,GEOMETRIC_CENTER
340,"Politeknik Kota Bharu, Kelantan",Kelantan,5.9229637,102.2360812,GEOMETRIC_CENTER
341,"Pusat Bimbingan Usahawan Melor Kelantan, Kelantan",Kelantan,5.9658392,102.3010438,GEOMETRIC_CENTER
342,"Akademi Bomba dan Penyelamat Malaysia Sarawak, Sarawak",Sarawak,1.4054643,110.1342031,GEOMETRIC_CENTER
343,"Akademi Kastam Diraja Malaysia Cawangan Sarawak, Sarawak",Sarawak,1.570848,110.304738,ROOFTOP
344,"Institut Aminuddin Baki Cawangan Sarawak, Sarawak",Sarawak,1.6895963,110.3480098,GEOMETRIC_CENTER
345,"Institut Kemahiran Belia Negara Miri, Sarawak",Sarawak,4.453066,114.0424222,GEOMETRIC_CENTER
346,"Institut Kemahiran Islam Malaysia Sarawak, Kuching, Sarawak",Sarawak,1.661888,110.2080251,GEOMETRIC_CENTER
347,"Institut Latihan Kementerian Kesihatan Malaysia, Kuching, Sarawak",Sarawak,1.4606402,110.3297033,ROOFTOP
348,"Institut Latihan Perindustrian Kota Samarahan, Sarawak",Sarawak,1.4927885,110.410618,GEOMETRIC_CENTER
349,"Institut Latihan Perindustrian Miri, Sarawak",Sarawak,4.4940702,114.0430132,GEOMETRIC_CENTER
350,"Institut Kemahiran MARA, Bintulu, Sarawak",Sarawak,3.1326439,113.0576134,GEOMETRIC_CENTER
351,"Institut Kemahiran MARA, Kuching, Sarawak",Sarawak,1.6176909,110.3480098,APPROXIMATE
352,"Institut Kemajuan Desa Cawangan Sarawak, Sarawak",Sarawak,1.4551176,110.4184317,GEOMETRIC_CENTER
353,"Institut Pendidikan Guru Kampus Sarawak, Sarawak",Sarawak,4.3245495,113.9664871,GEOMETRIC_CENTER
354,"Institut Pendidikan Guru Kampus Rajang, Sarawak",Sarawak,2.06919,111.6780721,GEOMETRIC_CENTER
355,"Institut Pendidikan Guru Kampus Tun Abdul Razak, Sarawak",Sarawak,1.4479629,110.464581,GEOMETRIC_CENTER
356,"Institut Pendidikan Guru Kampus Batu Lintang, Sarawak",Sarawak,1.5296707,110.3482343,GEOMETRIC_CENTER
357,"Institut Pendidikan Guru Miri, Sarawak",Sarawak,4.3245495,113.9664871,GEOMETRIC_CENTER
358,"Institut Pertanian Sarawak Semongok, Sarawak",Sarawak,1.538244,110.345592,GEOMETRIC_CENTER
359,"Institut Tadbiran Awam Negara Kampus Sarawak, Kota Samarahan, Sarawak",Sarawak,1.456427,110.423474,ROOFTOP
360,"Jabatan Belia dan Sukan Sarawak, Kuching, Sarawak",Sarawak,1.5381676,110.3391317,GEOMETRIC_CENTER
361,"Kampung Sukan Petronas Miri, Sarawak",Sarawak,4.4062875,113.9971249,GEOMETRIC_CENTER
362,"Kem Bina Negara Sampadi Sarawak, Lundu, Sarawak",Sarawak,1.695311,110.0284141,GEOMETRIC_CENTER
363,"Kem Belia Kemuyang, Sibu, Sarawak",Sarawak,2.3364219,111.9665321,GEOMETRIC_CENTER
364,"Kolej Kejururawatan Sibu, Sarawak",Sarawak,2.2967802,111.8895562,ROOFTOP
365,"Kolej Komuniti Betong, Sarawak",Sarawak,1.4035152,111.5363013,GEOMETRIC_CENTER
366,"Kolej Komuniti Kuching, Sarawak",Sarawak,1.6076755,110.3420518,ROOFTOP
367,"Kolej Komuniti Mas Gading, Sarawak",Sarawak,1.4169247,110.1562858,GEOMETRIC_CENTER
368,"Kolej Komuniti Miri, Sarawak",Sarawak,4.4516245,114.0354989,GEOMETRIC_CENTER
369,"Kolej Komuniti Santubong, Sarawak",Sarawak,1.587277,110.417836,GEOMETRIC_CENTER
370,"Kompleks Belia dan Sukan Sarawak, Kuching, Sarawak",Sarawak,1.5396119,110.33776,GEOMETRIC_CENTER
371,"Pejabat Setiausaha Persekutuan Sarawak, Sarawak",Sarawak,1.5327599,110.359252,GEOMETRIC_CENTER
372,"Politeknik Kuching, Sarawak",Sarawak,1.629619,110.195187,GEOMETRIC_CENTER
373,"Politeknik Mukah, Sarawak",Sarawak,2.8728038,112.0208143,GEOMETRIC_CENTER
374,"Pusat Latihan Staf Baru Universiti Malaysia Sarawak, Sarawak",Sarawak,1.4649219,110.4268549,GEOMETRIC_CENTER
375,"Pusat Latihan Teknologi Tinggi Bintulu, Sarawak",Sarawak,3.1253991,113.0648615,GEOMETRIC_CENTER
376,"Pusat Latihan Sarawak, Kuching, Sarawak",Sarawak,1.664922,110.2084088,GEOMETRIC_CENTER
377,"Pusat Pembangunan Kemahiran Sarawak, Kuching, Sarawak",Sarawak,1.5178672,110.3832367,ROOFTOP
378,"Stadium Tertutup Limbang, Sarawak",Sarawak,4.927797,114.9492767,ROOFTOP
379,"Taman Negara Similajau, Bintulu, Sarawak",Sarawak,3.3482887,113.1563939,GEOMETRIC_CENTER
380,"Akademi Bomba dan Penyelamat Malaysia Sabah, Sabah",Sabah,6.0510502,116.1513716,GEOMETRIC_CENTER
381,"Akademi Kastam Diraja Malaysia Cawangan Sabah, Sabah",Sabah,6.0507514,116.1615342,GEOMETRIC_CENTER
382,"Institut Aminuddin Baki Cawangan Sabah, Sabah",Sabah,6.0575662,116.1769535,GEOMETRIC_CENTER
383,"Institut Kemahiran Belia Negara Kinarut, Sabah",Sabah,5.805331,116.0336149,GEOMETRIC_CENTER
384,"Institut Kemahiran Mara Kota Kinabalu, Sabah",Sabah,6.084436,116.152497,ROOFTOP
385,"Institut Latihan Kementerian Kesihatan Malaysia, Kota Kinabalu, Sabah",Sabah,5.9466631,116.1053157,ROOFTOP
386,"Institut Latihan Perindustrian Sandakan, Sandakan, Sabah",Sabah,5.8437581,118.0500779,GEOMETRIC_CENTER
387,"Institut Latihan Perindustrian Kota Kinabalu, Sabah",Sabah,6.0773926,116.155222,GEOMETRIC_CENTER
388,"Institut Pendidikan Guru Kampus Tawau, Tawau, Sabah",Sabah,4.3698455,118.091636,GEOMETRIC_CENTER
389,"Institut Pendidikan Guru Kampus Gaya, Sabah",Sabah,5.9611087,116.0764657,GEOMETRIC_CENTER
390,"Institut Pendidikan Guru Kampus Keningau, Sabah",Sabah,5.3082452,116.1566649,GEOMETRIC_CENTER
391,"Institut Pendidikan Guru Kampus Kent, Sabah",Sabah,6.1235339,116.219673,GEOMETRIC_CENTER
392,"Institut Tadbiran Awam Negara Kampus Sabah, Kota Kinabalu, Sabah",Sabah,6.1166595,116.1608076,ROOFTOP
393,"Kem Bina Negara Kundasang, Sabah",Sabah,5.9740759,116.5819966,GEOMETRIC_CENTER
394,"Kolej Komuniti Lahad Datu, Sabah",Sabah,5.0266249,118.2940865,GEOMETRIC_CENTER
395,"Kolej Komuniti Sandakan, Sabah",Sabah,5.880968,118.0488836,GEOMETRIC_CENTER
396,"Kolej Komuniti Semporna, Sabah",Sabah,4.47781,118.6084447,GEOMETRIC_CENTER
397,"Kolej Komuniti Tawau, Sabah",Sabah,4.2537879,117.9207981,GEOMETRIC_CENTER
398,"Kolej Sains Kesihatan Bersekutu Kota Kinabalu, Sabah",Sabah,5.9466631,116.1053157,ROOFTOP
399,"Pusat Latihan RELA Wilayah Sabah, Tuaran, Sabah",Sabah,6.121531,116.1462999,GEOMETRIC_CENTER
400,"Politeknik Kota Kinabalu, Sabah",Sabah,6.0982034,116.164007,APPROXIMATE
401,"Politeknik Sandakan, Sandakan, Sabah",Sabah,5.9204816,118.0037558,GEOMETRIC_CENTER
402,"Projek Perumahan Rakyat Batu Puteh, Sandakan, Sabah",Sabah,5.9113046,118.046712,GEOMETRIC_CENTER
403,"Pusat Latihan Kemahiran Sabah, Kota Kinabalu, Sabah",Sabah,6.0359266,116.128374,GEOMETRIC_CENTER
404,"Universiti Malaysia Sabah, Sandakan, Sabah",Sabah,5.9296747,118.0108024,ROOFTOP
405,"Rumah Rehat Kerajaan, Ranau, Sabah",Sabah,5.953561,116.6639501,APPROXIMATE
406,"Rumah Rehat Majlis Daerah Kinabatangan, Sabah",Sabah,5.5815217,117.8421822,GEOMETRIC_CENTER
407,"Institut Latihan Perindustrian Labuan, Wilayah Persekutuan Labuan",WP Labuan,5.3090003,115.2281902,GEOMETRIC_CENTER
408,"Rumah Transit Hospital Labuan, Labuan, Wilayah Persekutuan Labuan",WP Labuan,5.3102589,115.2299188,GEOMETRIC_CENTER
